question_id,bgem3,gte,jina4,mpnetbase2,nomicv2,qwen34b
q75,1.0,0.9883029110967643,1.0,0.49300135078306595,1.0,0.986392206868718
q76,0.9854913129285366,1.0,1.0,0.49422545646844895,1.0,0.9955035783502785
q77,0.9817916718396289,0.9415738497334719,1.0,0.5019203282256077,1.0,1.0
q78,0.9963863977401779,1.0,0.9651199897903587,0.4997745836108167,0.9682709594351426,1.0
q79,1.0,0.9945139368232683,0.9411877903549188,0.527172293261577,1.0,0.9884803244858479
q80,1.0,0.9550315139907065,0.9912299287008834,0.5160205789350174,0.9696874621547739,0.9883551539407456
q81,0.9748170319749738,0.9496246453895517,0.9922016488467805,0.5010887111786991,0.956733850992045,1.0
q82,1.0,0.9276082180149426,1.0,0.5209072933448884,1.0,0.9781631631742508
q83,0.9894863199161689,1.0,0.9947461058879308,0.49331308842306254,0.9911292009046306,0.9607586084223365
q84,1.0,0.9692256865249996,1.0,0.46645876248491874,0.9996441871068784,0.975963199583587
q85,1.0,1.0,0.9634272910924201,0.4783830262765301,0.996001313670822,0.9952965757840507
q86,0.990416673199939,0.9711252882831614,1.0,0.5319253862858487,0.9795812085815937,0.9429643103665161
q87,0.9332143747282936,0.9751067667707736,0.9976029630501003,0.5121519531150622,1.0,1.0
q88,0.9766014263480113,0.9751573538253981,0.9755199222065775,0.4687314848972768,0.9706671268127339,0.9797391311792639
q89,1.0,0.9510915833619199,1.0,0.5290367131142312,0.9919514748087912,0.9656306982716446
q90,0.9811160550583419,1.0,1.0,0.5394481566826973,1.0,0.9787484976860505
q91,0.9850003764721502,1.0,0.9550233686357998,0.5204233090875819,0.9865628907572931,1.0
q92,0.9546571911897446,0.9891024362874253,0.98727186076534,0.49698929984443985,1.0,0.9514741574099231
q93,0.977567683983394,1.0,0.9463621787912148,0.5557025452059752,1.0,0.9739395562259611
q94,1.0,1.0,0.9138293489450947,0.518840721408524,1.0,0.9331148046758418
q95,0.970918727180204,0.9730315087645156,0.9684756781556613,0.5326418177045303,0.9532210218615497,0.9794654879857643
q96,0.9808190003461622,0.9768135332347228,0.9902082852256093,0.5200900571594363,0.9689120669019881,0.9814130192563439
q97,0.9805490676060167,1.0,0.9998302626188506,0.4921729068679712,0.9804943600732797,0.9586948833103909
q98,1.0,1.0,0.9842111901396848,0.5176984015913131,1.0,0.9735433692448837
q99,0.9404839158718438,0.9678662672016766,0.9241072040513721,0.4585083299058413,0.9765997152035992,0.9308988675464764
q100,0.9928906667983929,0.9356021497752642,0.971886706207581,0.46557767547044226,0.9729120715429765,1.0
